# File created on Mon Jul 20 15:16:04 2026
#
# time         
0              0               2.4069767       0               0               -3.5930233      0              
1              -0.0077479662   2.4064347       7.7164117e-05   0.021852488     -3.5890366      0.0014748706   
2              -0.049310634    2.4018714       7.8677125e-06   0.1525789       -3.5795234      1.6921305e-05  
3              -0.14055919     2.3908243       5.3123125e-05   0.3049555       -3.5631611      2.4438102e-05  
4              -0.24262368     2.3763269       2.0989682e-05   0.45438057      -3.5398544      7.1614656e-06  
5              -0.33928659     2.3581662       1.0009223e-05   0.60047121      -3.5083051      6.9261015e-07  
6              -0.43658269     2.3345173       1.9184337e-06   0.74415033      -3.4708613      6.8417372e-05  
7              -0.53371037     2.3074888       1.1624483e-05   0.88810896      -3.4288283      0.0001133812   
8              -0.63030416     2.2787285       6.9358601e-05   1.0354084       -3.3825356      0.00014822458  
9              -0.72650461     2.2471099       0.00011298884   1.1879311       -3.3306177      0.0001264963   
10             -0.82192403     2.208456        0.00014363561   1.3448272       -3.269428       8.4939849e-05  
11             -0.915659       2.160394        0.00015510713   1.5033453       -3.1958983      6.3629969e-05  
12             -1.0071943      2.1038502       0.00015040555   1.6600136       -3.1099473      6.4552087e-05  
13             -1.0967239      2.0417655       0.00014731396   1.8125121       -3.0130818      0.00010279648  
14             -1.1847505      1.9759963       0.00013883983   1.9595339       -2.906828       0.00011500574  
15             -1.2712003      1.9059957       0.00012981468   2.1009026       -2.7922741      0.00013911653  
16             -1.3554394      1.8301296       0.00014050586   2.2368931       -2.6701823      0.00013907587  
17             -1.4365828      1.7475748       0.00013926402   2.3677435       -2.5408554      0.0001339066   
18             -1.513931       1.6588514       0.0001333369    2.4933925       -2.4042931      0.00013020566  
19             -1.5870616      1.5649463       0.0001319074    2.6133414       -2.2603924      0.00013715918  
20             -1.6556374      1.466523        0.00013262722   2.7266632       -2.1090862      0.00011995258  
21             -1.7193316      1.363739        0.0001302334    2.8322398       -1.9506316      0.00011669231  
22             -1.7778807      1.25667         0.00013314208   2.9291148       -1.7857682      0.0001199651   
23             -1.8309979      1.1454775       0.00012899323   3.0167139       -1.6153549      0.00010373134  
24             -1.8783403      1.0304798       0.0001295765    3.0947645       -1.43997        0.00011933995  
25             -1.919597       0.91209475      0.00013289837   3.1628862       -1.2598926      0.00012369305  
26             -1.9543646      0.79074042      0.0001139282    3.2206251       -1.0754944      0.00011252853  
27             -1.9824182      0.66672339      0.00012581835   3.2675311       -0.88735532     7.4977712e-05  
28             -2.003312       0.54036107      0.00010397053   3.3035521       -0.69613019     8.1792409e-05  
29             -2.0169257      0.41204105      8.6994347e-05   3.3281839       -0.50258707     2.2319014e-05  
30             -2.0230096      0.28224375      8.9434848e-05   3.3416965       -0.30739095     4.7732804e-05  
31             -2.0214372      0.15149417      9.45981e-05     3.3434929       -0.11122565     5.3954547e-05  
32             -2.0120678      0.020313264     9.2614397e-05   3.3333006       0.085206463     6.1116345e-05  
33             -1.994708       -0.11086305     7.9972539e-05   3.3109347       0.28107397      2.8341662e-05  
34             -1.9691533      -0.24160354     9.946585e-05    3.2761255       0.47539566      4.8620367e-05  
35             -1.9355527      -0.37125094     0.00010101098   3.2287292       0.6673416       5.2088769e-05  
36             -1.8937477      -0.49919423     0.00011885403   3.1682906       0.8560789       7.960045e-05   
37             -1.8438655      -0.6249234      0.00012297193   3.0951185       1.0407684       0.00011026655  
38             -1.7857742      -0.74799811     0.00012894265   3.009725        1.220375        0.0001327911   
39             -1.7194592      -0.86791004     0.00013886157   2.9123868       1.3941996       0.00012617249  
40             -1.6453243      -0.9839266      0.00014637999   2.8031237       1.5615475       0.00013565095  
41             -1.5636237      -1.0953945      0.00014326948   2.6825999       1.7210775       0.00014207863  
42             -1.4743379      -1.2018071      0.00014256557   2.551515        1.8718033       0.00013886704  
43             -1.3777228      -1.3025497      0.00015182035   2.4101414       2.0132976       0.0001381592   
44             -1.2742207      -1.397          0.000148531     2.2587143       2.1446148       0.00014051908  
45             -1.1641441      -1.4847009      0.00014793531   2.0978693       2.2646707       0.00013526851  
46             -1.0478348      -1.5651552      0.00014729135   1.928194        2.3726611       0.0001408405   
47             -0.92584333     -1.6376715      0.00014220181   1.7505066       2.4677718       0.00013884762  
48             -0.79866936     -1.7016857      0.00013916174   1.5656155       2.549139        0.00014100039  
49             -0.66673285     -1.7568008      0.00013853974   1.3741082       2.6159616       0.00012917548  
50             -0.5306545      -1.8026367      0.0001433663    1.1769184       2.6677525       0.00012213351  
51             -0.39108707     -1.8388683      0.00012980977   0.97538354      2.7039251       6.6183803e-05  
52             -0.24869285     -1.8649126      0.00013346759   0.77046242      2.72451         9.7136009e-05  
53             -0.1042535      -1.8804745      0.00010493023   0.56311683      2.7286498       7.6032677e-05  
54             0.041427478     -1.8853545      9.0977783e-05   0.35493568      2.715974        6.9787646e-05  
55             0.18758542      -1.8791465      8.2433939e-05   0.14731266      2.6860466       6.0917063e-05  
56             0.33328267      -1.8615003      7.9910432e-05   -0.058304916    2.6380449       9.4569841e-05  
57             0.4775462       -1.8323081      0.00010806151   -0.26035716     2.571556        0.00011818095  
58             0.61938429      -1.7914383      0.00010860722   -0.45710236     2.4864874       0.00012882608  
59             0.75775103      -1.7387389      0.00011773069   -0.6468045      2.3834407       0.00015877858  
60             0.89158125      -1.6742494      0.00012939924   -0.82780311     2.2631167       0.00016672806  
61             1.0197424       -1.5982405      0.00014001647   -0.9982767      2.1260154       0.00017452568  
62             1.1410549       -1.511119       0.00014884928   -1.1563768      1.9728647       0.00017488455  
63             1.2543344       -1.4133884      0.00014742535   -1.3003497      1.8044038       0.00018365571  
64             1.3584573       -1.3055859      0.0001510343    -1.4284967      1.6216081       0.00018046573  
65             1.452337        -1.1883373      0.00014727155   -1.5390899      1.4255032       0.00016918236  
66             1.5348057       -1.0623903      0.00015269735   -1.6304774      1.2175561       0.00015847549  
67             1.6047206       -0.92869963     0.00015149795   -1.7007924      0.99942179      0.00014105008  
68             1.6609003       -0.78845401     0.00014804138   -1.7483248      0.77323372      0.00013565155  
69             1.7022625       -0.64302887     0.00013516165   -1.7720623      0.54109196      8.5484098e-05  
70             1.7278439       -0.49390991     0.00014022381   -1.7712228      0.30527804      8.5740953e-05  
71             1.7368436       -0.3428014      0.00012456105   -1.7449193      0.068477853     4.8108501e-05  
72             1.7287371       -0.19156635     0.00011126767   -1.6913341      -0.16571939     9.6131536e-05  
73             1.7030183       -0.042382416    0.00011996958   -1.6091124      -0.39349164     0.00013147932  
74             1.6589296       0.10228066      0.00011975383   -1.4981944      -0.61072507     0.00017563203  
75             1.5958598       0.23981657      0.00013180334   -1.3595031      -0.81349578     0.00018875934  
76             1.5138645       0.36740039      0.00014655764   -1.1943812      -0.99748744     0.00021194187  
77             1.4138061       0.48199882      0.00014988028   -1.0047405      -1.1578392      0.00020901257  
78             1.2972821       0.58033278      0.00014962951   -0.79312884     -1.2897456      0.00019985128  
79             1.1666117       0.65893601      0.00015273421   -0.56302591     -1.3886754      0.00018351372  
80             1.0243583       0.71435888      0.00014921863   -0.31886638     -1.4500774      0.00015914859  
81             0.8737127       0.74349179      0.00013990509   -0.066559411    -1.4698321      0.00015912962  
82             0.7192098       0.74407122      0.00011399453   0.18633906      -1.4457867      0.00013122931  
83             0.56689569      0.71419644      0.00011536572   0.43035898      -1.3752075      0.00013519236  
84             0.42443158      0.65241426      0.00012263065   0.65403486      -1.256821       0.00017292053  
85             0.30087336      0.55896211      0.00013693591   0.84503595      -1.0937573      0.00020040513  
86             0.20617937      0.43781792      0.00014758481   0.99059177      -0.89338566     0.00020851605  
87             0.14987774      0.29756808      0.00014336527   1.0792068       -0.6689323      0.00017783782  
88             0.1384946       0.15188238      0.00013255458   1.1040312       -0.43982175     0.00015066137  
89             0.17190167      0.01808948      0.00012212039   1.0675556       -0.22867139     0.0001101792   
90             0.24227781      -0.086134436    0.00011189051   0.98161815      -0.05668618     8.5648496e-05  
91             0.33356133      -0.14817957     0.0001005097    0.86739295      0.06200434      7.559449e-05   
92             0.4256775       -0.16541942     8.6129147e-05   0.74961637      0.12565631      5.39302e-05    
93             0.50162028      -0.1457586      6.5756735e-05   0.64842109      0.14428024      3.1656738e-05  
94             0.5518317       -0.10345512     5.0914121e-05   0.57396436      0.13443542      2.1829853e-05  
95             0.57547381      -0.053596103    4.55775e-05     0.52672337      0.11225307      1.998338e-05   
96             0.57798488      -0.0073211884   3.905512e-05    0.50149933      0.089419905     1.3873588e-05  
97             0.56713223      0.029789974     2.3737698e-05   0.49097601      0.072614645     2.7711465e-07  
98             0.54974973      0.056966886     8.5670659e-06   0.48824625      0.064248498     2.1606066e-07  
99             0.53030415      0.076080182     1.6654438e-06   0.48795643      0.063937925     1.2038616e-07  
